Time,Participation,Plaza,NSE,Ages,Group,Role,Anonymized_Name,Cleaned_Participation,Cleaned_for_Beto,Thematic_Categories,BETO_Numeric_Sentiment_Processed
12:34:55 a. m.,"No claro Okay tengo dos hijos, mi hijo tiene 37 años y mi hija tiene 33 años ella vive fuera del país y pues me encanta estar con mi familia Tengo dos nietos. y lo disfruto mucho porque trabajo todo el día entonces mi rato libre",GDL,C+,35 - 55 años,2,Participant,e354b93a56,claro dos hijos hijo 37 hija 33 vive país encanta familia dos nietos disfruto trabajo día rato libre,"no claro okay tengo dos hijos, mi hijo tiene 37 años y mi hija tiene 33 años ella vive fuera del país y pues me encanta estar con mi familia tengo dos nietos. y lo disfruto mucho porque trabajo todo el día entonces mi rato libre",General opinions about the country,0.998124897
12:35:15 a. m.,los disfruto mucho con mi familia.,GDL,C+,35 - 55 años,2,Participant,e354b93a56,disfruto familia,los disfruto mucho con mi familia.,General opinions about the country,0.998761058
12:35:23 a. m.,"Hola buenas noches, me llamo Diana Erika Martínez Gómez tengo 54 años soy casada. Tengo un hijo de 27 estudié administración de empresas, pero Me dediqué al hogar desde que me casé tengo 33 años de casada. Y pues me gusta salir a caminar y fan de ver este películas y series.",GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,hola buenas noches llamo diana erika martínez gómez 54 casada hijo 27 estudié administración empresas dediqué hogar casé 33 casada salir caminar fan películas series,"hola buenas noches, me llamo diana erika martínez gómez tengo 54 años soy casada. tengo un hijo de 27 estudié administración de empresas, pero me dediqué al hogar desde que me casé tengo 33 años de casada. y pues me gusta salir a caminar y fan de ver este películas y series.",General opinions about the country,0.997523367
12:35:45 a. m.,y ya,GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,,y ya,General opinions about the country,0
12:35:48 a. m.,al contrario,GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,contrario,al contrario,General opinions about the country,0
12:35:57 a. m.,"Buenas noches Mi nombre es Rodolfo Chávez tengo 48 años egresado de la licenciatura de administración de empresas de la Universidad de Guadalajara una especialidad en certificación de normas ISO Actualmente tengo pues dos pequeñas empresas una nos dedicamos al mantenimiento acabados. Atendemos hoteles bancos y también particulares Y tú ya emprolistas, sino háblame.",GDL,C+,35 - 55 años,2,Participant,d5d3ae9ad4,buenas noches nombre rodolfo chávez 48 egresado licenciatura administración empresas universidad guadalajara especialidad certificación normas iso actualmente dos pequeñas empresas dedicamos mantenimiento acabados atendemos hoteles bancos particulares emprolistas háblame,"buenas noches mi nombre es rodolfo chávez tengo 48 años egresado de la licenciatura de administración de empresas de la universidad de guadalajara una especialidad en certificación de normas iso actualmente tengo pues dos pequeñas empresas una nos dedicamos al mantenimiento acabados. atendemos hoteles bancos y también particulares y tú ya emprolistas, sino háblame.",General opinions about the country,0
12:36:27 a. m.,Y también no para los demás,GDL,C+,35 - 55 años,2,Participant,d5d3ae9ad4,demás,y también no para los demás,General opinions about the country,-0.978791952
12:36:31 a. m.,"también, si quieres voy a tu casa en México no tengo inconveniente y hayamos sido hemos hecho trabajos por años y además también tengo una",GDL,C+,35 - 55 años,2,Participant,d5d3ae9ad4,quieres casa méxico inconveniente sido hecho trabajos además,"también, si quieres voy a tu casa en méxico no tengo inconveniente y hayamos sido hemos hecho trabajos por años y además también tengo una",General opinions about the country,0
12:36:39 a. m.,"agencia de representación tallista una agencia de presentación artística. De y de Talento de ahí, el nombre de maravento maravento es el nombre de mi grupo que también soy músico. Entonces básicamente hago eso soy casado, no tengo hijos. Tengo un hijo un hermoso border collie. Y este y pues nada, estar contento de estar aquí.",GDL,C+,35 - 55 años,2,Participant,d5d3ae9ad4,agencia representación tallista agencia presentación artística talento nombre maravento maravento nombre grupo músico básicamente hago casado hijos hijo hermoso border collie contento,"agencia de representación tallista una agencia de presentación artística. de y de talento de ahí, el nombre de maravento maravento es el nombre de mi grupo que también soy músico. entonces básicamente hago eso soy casado, no tengo hijos. tengo un hijo un hermoso border collie. y este y pues nada, estar contento de estar aquí.",General opinions about the country,0.944013298
12:37:12 a. m.,"Hola buenas noches a todos Mi nombre es Carlos Barbosa soy abogado en una empresa de sector Automotriz este estoy casado, no tengo hijos como pueden escuchar quizá de fondo tengo un prefijo está ahí desesperado porque alguien está timbrando este y tengo 33 años.",GDL,C+,35 - 55 años,2,Participant,1ca4d76ef1,hola buenas noches nombre carlos barbosa abogado empresa sector automotriz casado hijos pueden escuchar quizá fondo prefijo desesperado alguien timbrando 33,"hola buenas noches a todos mi nombre es carlos barbosa soy abogado en una empresa de sector automotriz este estoy casado, no tengo hijos como pueden escuchar quizá de fondo tengo un prefijo está ahí desesperado porque alguien está timbrando este y tengo 33 años.",General opinions about the country,0
12:37:38 a. m.,Qué tal Buenas noches a todos este,GDL,C+,35 - 55 años,2,Participant,5cbd351266,tal buenas noches,qué tal buenas noches a todos este,General opinions about the country,0.963478804
12:37:41 a. m.,"Mi nombre es Armando Torres Soy contador de costos en una empresa manufacturera con dos hijas ya de universidad, pues en mi rato libres o Hobby es hacer deportes soy maratonista. Y me salgo a correr cada vez que tengo oportunidad.",GDL,C+,35 - 55 años,2,Participant,5cbd351266,nombre armando torres contador costos empresa manufacturera dos hijas universidad rato libres hobby deportes maratonista salgo correr cada vez oportunidad,"mi nombre es armando torres soy contador de costos en una empresa manufacturera con dos hijas ya de universidad, pues en mi rato libres o hobby es hacer deportes soy maratonista. y me salgo a correr cada vez que tengo oportunidad.",General opinions about the country,0
12:38:02 a. m.,Yo justo.,GDL,C+,35 - 55 años,2,Participant,5cbd351266,justo,yo justo.,General opinions about the country,0
12:38:11 a. m.,"Hola buenas noches, Yo soy Selene Soto Ah soy egresada de la carrera de comercio internacional A mis pasatiempos bueno. Cuando tengo tiempo nadar tengo dos hijos uno de 28 y una de 19 soy casada. Este mi otro pasatiempo favorito Es la narración oral, eso es A eso me dedico este pertenezco a una asociación que se llama fino. Digo desconocida internacionalmente y bueno, este soy ama de casa.",GDL,C+,35 - 55 años,2,Participant,44e56d64fb,hola buenas noches selene soto ah egresada carrera comercio internacional pasatiempos tiempo nadar dos hijos 28 19 casada pasatiempo favorito narración oral dedico pertenezco asociación llama fino desconocida internacionalmente ama casa,"hola buenas noches, yo soy selene soto ah soy egresada de la carrera de comercio internacional a mis pasatiempos bueno. cuando tengo tiempo nadar tengo dos hijos uno de 28 y una de 19 soy casada. este mi otro pasatiempo favorito es la narración oral, eso es a eso me dedico este pertenezco a una asociación que se llama fino. digo desconocida internacionalmente y bueno, este soy ama de casa.",General opinions about the country,0
12:38:50 a. m.,Es a fondo internacional de narración oral.,GDL,C+,35 - 55 años,2,Participant,44e56d64fb,fondo internacional narración oral,es a fondo internacional de narración oral.,General opinions about the country,0
12:38:54 a. m.,Así es Y ustedes ahí en la Ciudad de México por cierto hacen muchas,GDL,C+,35 - 55 años,2,Participant,44e56d64fb,ustedes ciudad méxico cierto hacen muchas,así es y ustedes ahí en la ciudad de méxico por cierto hacen muchas,General opinions about the country,0
12:38:59 a. m.,"presentaciones en el Palacio de Bellas Artes Digo, no me ha tocado que me",GDL,C+,35 - 55 años,2,Participant,44e56d64fb,presentaciones palacio bellas artes tocado,"presentaciones en el palacio de bellas artes digo, no me ha tocado que me",General opinions about the country,-0.996198237
12:39:05 a. m.,"a ir allá, pero bueno. Cuando me toque Cuando me toque por allá nos veremos este y bueno soy",GDL,C+,35 - 55 años,2,Participant,44e56d64fb,ir allá toque toque allá veremos,"a ir allá, pero bueno. cuando me toque cuando me toque por allá nos veremos este y bueno soy",General opinions about the country,0
12:39:12 a. m.,"ama de casa por decisión este unánime de mi familia y bueno por el momento es a lo que me dedico Leo bastante que tengo fascinación por leer todo lo que caiga mis manos, así que",GDL,C+,35 - 55 años,2,Participant,44e56d64fb,ama casa decisión unánime familia momento dedico leo bastante fascinación leer caiga manos,"ama de casa por decisión este unánime de mi familia y bueno por el momento es a lo que me dedico leo bastante que tengo fascinación por leer todo lo que caiga mis manos, así que",General opinions about the country,0.984131873
12:39:32 a. m.,sí,GDL,C+,35 - 55 años,2,Participant,44e56d64fb,,sí,General opinions about the country,0
12:39:37 a. m.,Tienes que volver tienes que Volverte un poco egoísta Buscar tus cinco,GDL,C+,35 - 55 años,2,Participant,44e56d64fb,volver volverte egoísta buscar cinco,tienes que volver tienes que volverte un poco egoísta buscar tus cinco,General opinions about the country,-0.998633802
12:39:41 a. m.,"minutos de verdad, sí.",GDL,C+,35 - 55 años,2,Participant,44e56d64fb,minutos,"minutos de verdad, sí.",General opinions about the country,0
12:40:44 a. m.,"Lo que yo he visto sobre todo en inseguridad bueno en inseguridad estamos pésimos en todo el país,",GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,visto inseguridad inseguridad pésimos país,"lo que yo he visto sobre todo en inseguridad bueno en inseguridad estamos pésimos en todo el país,","General opinions about the country, Security problems",-0.999385476
12:40:52 a. m.,"Sí digo, se ha visto las noticias, no Sinaloa Jalisco pero yo creo que en general. La inseguridad en el país, Yo creo que ahorita es lo que más apremia que que resuelvan.",GDL,C+,35 - 55 años,2,Participant,b764cdc0ea,visto noticias sinaloa jalisco general inseguridad país apremia resuelvan,"sí digo, se ha visto las noticias, no sinaloa jalisco pero yo creo que en general. la inseguridad en el país, yo creo que ahorita es lo que más apremia que que resuelvan.","General opinions about the country, Security problems",0
12:41:18 a. m.,"Preocupada molesta nunca había visto al país tan mal. Económicamente como menciona René en cuanto a la inseguridad. Ya está todas horas en todas partes, entonces realmente enojada. Bueno, preocupada y enojada enojada con",GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,preocupada molesta nunca visto país tan mal económicamente menciona rené cuanto inseguridad todas horas todas partes realmente enojada preocupada enojada enojada,"preocupada molesta nunca había visto al país tan mal. económicamente como menciona rené en cuanto a la inseguridad. ya está todas horas en todas partes, entonces realmente enojada. bueno, preocupada y enojada enojada con","General opinions about the country, Security problems",-0.995092034
12:41:38 a. m.,nuestro gobierno.,GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,gobierno,nuestro gobierno.,General opinions about the country,0
12:41:47 a. m.,"Bueno pues sí, O sea la inseguridad que que no hace nada pues o sea, dices, o sea, tanta tanta tanta gente en el gobierno y nadie hace nada y lo que más me molesta es",GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,inseguridad dices tanta tanta tanta gente gobierno nadie molesta,"bueno pues sí, o sea la inseguridad que que no hace nada pues o sea, dices, o sea, tanta tanta tanta gente en el gobierno y nadie hace nada y lo que más me molesta es","General opinions about the country, Security problems",-0.999386191
12:42:00 a. m.,"que prendes la tele y te dicen que las cifras van a van este bajando, no?",GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,prendes tele dicen cifras van van bajando,"que prendes la tele y te dicen que las cifras van a van este bajando, no?",Security problems,-0.999363124
12:42:05 a. m.,"O sea me molesta eso la economía que te dicen que que al contrario que vamos avanzando y no es cierto, no vamos avanzando. Entonces Bueno pues eso es lo que me",GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,molesta economía dicen contrario vamos avanzando cierto vamos avanzando,"o sea me molesta eso la economía que te dicen que que al contrario que vamos avanzando y no es cierto, no vamos avanzando. entonces bueno pues eso es lo que me","Economic problems, Security problems",-0.999275148
12:42:15 a. m.,causa.,GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,causa,causa.,Security problems,0
12:42:18 a. m.,Sí mucha molestia.,GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,molestia,sí mucha molestia.,Security problems,0
12:42:25 a. m.,Cómo se llama el venado de nariz roja de Santa Claus,GDL,C+,35 - 55 años,2,Participant,d5d3ae9ad4,llama venado nariz roja santa claus,cómo se llama el venado de nariz roja de santa claus,Security problems,0
12:42:30 a. m.,Rodolfo,GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,rodolfo,rodolfo,Security problems,0
12:42:35 a. m.,Así no se te olvide.,GDL,C+,35 - 55 años,2,Participant,d5d3ae9ad4,olvide,así no se te olvide.,Movimiento Ciudadano,0
12:42:38 a. m.,No no te preocupes Pues mira yo estoy,GDL,C+,35 - 55 años,2,Participant,d5d3ae9ad4,preocupes mira,no no te preocupes pues mira yo estoy,Movimiento Ciudadano,0.958942771
12:42:40 a. m.,"confundido porque por una parte estoy de acuerdo con Diana En lo que menciona Pero por otra parte por ciertas circunstancias, he estado yendo seguido el aeropuerto para recoger unos amigos clientes, etcétera. No, y estoy impresionado de la cantidad de gente que llega y se va. Y para mí de cierta forma ha funcionado como un parámetro en lo económico porque un boleto de avión están de acuerdo que no es barato, así sea un viaje corto, no cualquiera tiene esa posibilidad no Y la verdad es es un caos el aeropuerto aquí en la ciudad de Guadalajara bueno en las en el Aeropuerto Internacional de Guadalajara entonces confundido porque por una parte. Escucho comentarios que con los cuales estoy de acuerdo como con Diana pero por otra parte veo mucho movimiento económico mismo caso en la zona de Andares que es una zona cara aquí en en Guadalajara o Zapopan más específicamente. Hay muchísimas compras los restaurantes que son de marca y lujo Llenos los carros que ves ahí parece pasarela de de autos, cómo le llaman el súper carros?",GDL,C+,35 - 55 años,2,Participant,d5d3ae9ad4,confundido parte acuerdo diana menciona parte ciertas circunstancias yendo seguido aeropuerto recoger amigos clientes etcétera impresionado cantidad gente llega cierta forma funcionado parámetro económico boleto avión acuerdo barato viaje corto cualquiera posibilidad caos aeropuerto ciudad guadalajara aeropuerto internacional guadalajara confundido parte escucho comentarios cuales acuerdo diana parte económico mismo caso zona andares zona cara guadalajara zapopan específicamente muchísimas compras restaurantes marca lujo llenos carros ves parece pasarela autos llaman súper carros,"confundido porque por una parte estoy de acuerdo con diana en lo que menciona pero por otra parte por ciertas circunstancias, he estado yendo seguido el aeropuerto para recoger unos amigos clientes, etcétera. no, y estoy impresionado de la cantidad de gente que llega y se va. y para mí de cierta forma ha funcionado como un parámetro en lo económico porque un boleto de avión están de acuerdo que no es barato, así sea un viaje corto, no cualquiera tiene esa posibilidad no y la verdad es es un caos el aeropuerto aquí en la ciudad de guadalajara bueno en las en el aeropuerto internacional de guadalajara entonces confundido porque por una parte. escucho comentarios que con los cuales estoy de acuerdo como con diana pero por otra parte veo mucho movimiento económico mismo caso en la zona de andares que es una zona cara aquí en en guadalajara o zapopan más específicamente. hay muchísimas compras los restaurantes que son de marca y lujo llenos los carros que ves ahí parece pasarela de de autos, cómo le llaman el súper carros?",Movimiento Ciudadano,0
12:43:55 a. m.,de alta Gama,GDL,C+,35 - 55 años,2,Participant,b20e9ee27d,alta gama,de alta gama,Movimiento Ciudadano,0.976476967
12:43:57 a. m.,"De alta gama, o sea, entonces digo cómo está ese tema. A mí en lo personal sí me ha afectado todo este movimiento entre comillas político, Porque yo sí sufrí el tema de escasez de medicina. Nos afectó porque tuvo un hermano que falleció en enero y el tema de medicamentos sí nos pegó. Entonces en esa parte yo sí estoy",GDL,C+,35 - 55 años,2,Participant,d5d3ae9ad4,alta gama personal afectado comillas político sufrí escasez medicina afectó hermano falleció enero medicamentos pegó parte,"de alta gama, o sea, entonces digo cómo está ese tema. a mí en lo personal sí me ha afectado todo este movimiento entre comillas político, porque yo sí sufrí el tema de escasez de medicina. nos afectó porque tuvo un hermano que falleció en enero y el tema de medicamentos sí nos pegó. entonces en esa parte yo sí estoy",Movimiento Ciudadano,0
12:44:23 a. m.,molesto con este gobierno que al final fue. Irónico cuando el final le preguntaron por última vez a López Obrador hoy qué anda con tu Dinamarca no con tu México medicinas medinamarca y y se rió dijo a poco se la creyeron. Entonces entonces entonces la verdad yo que viví ese tema de falta de medicamento y que perdió un hermano en cierta forma por ello. Se me hace tan tan visceral ese tipo de cuestión que entonces todo su gobierno fue un chiste o qué? Y me explico.,GDL,C+,35 - 55 años,2,Participant,d5d3ae9ad4,molesto gobierno final irónico final preguntaron última vez lópez obrador hoy anda dinamarca méxico medicinas medinamarca rió dijo creyeron viví falta medicamento perdió hermano cierta forma ello tan tan visceral tipo cuestión gobierno chiste explico,molesto con este gobierno que al final fue. irónico cuando el final le preguntaron por última vez a lópez obrador hoy qué anda con tu dinamarca no con tu méxico medicinas medinamarca y y se rió dijo a poco se la creyeron. entonces entonces entonces la verdad yo que viví ese tema de falta de medicamento y que perdió un hermano en cierta forma por ello. se me hace tan tan visceral ese tipo de cuestión que entonces todo su gobierno fue un chiste o qué? y me explico.,"Morena, General opinions about the country, Movimiento Ciudadano",-0.99933821
